Data;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31
01/08/1991;0;0,9;0;0;0;0;0;20;16,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1991;0;0;0;0;0;0;0;0;0;0;11,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,3;26,6;0;0;0;18,6;0;0;0;0,8;0;
01/05/1991;0;0;0;0;0;0;9,7;3,3;0;0;0;0;0;0;46,5;0;0;0;0;0;0;0;3,4;0;0;0;0;0;0;0;0
01/04/1991;0;0;0;0;0;0;0;0;0;0;6,2;5,3;6,7;0;8,8;0;0;0,9;22,3;0;0;0;0;0;21,6;0;0;0;0;0;
01/03/1991;13,1;5,2;10,6;0;0,2;0,5;0;0;0;0;0;0,3;7,3;11,5;0;0;0;0;6,9;0;0;9;0;0;0;0;0;0;0;0,9;0
01/02/1991;0;0;11,2;6,8;3,1;0;0;0,8;0;30,6;0;4,7;2,9;0;0;0;0;0;21,8;0;0;0;0;0;0;0;0;0;;;
01/01/1991;0;0;0;17,9;0;1;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;7,3;0;9,4;10,3;0;0;0;1;8,8
01/12/1990;0;0;0;6,4;0;0;1,7;0;0;0;0;0;0,3;32,6;0;0;0;0;0;21,1;0;0;0;0;0;0;0;0;1,7;0;0
01/11/1990;0;4,2;0;4,8;5,7;0;0;0;22,4;0;0;0;0;0;0;0;9;0;0;0;0;3,2;0;0,2;0;8,8;0;0;0;0;
01/10/1990;2,7;4,1;0;0;0;0;0;0;0;3,5;44,7;0,3;9,9;0;30,5;0;22,6;0,1;15,2;0;0;0;0;0;0;0;0;0;0;0;3,1
01/09/1990;20,6;2,4;0;0;7;0;0;4,6;0;0;0;0;27,2;19,9;0;0;0;0;0;0;0,1;0;7,8;4,2;0;0;0;0;0;8,7;
01/08/1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,7;0;20;41,1;0;0;0;0;0;0;19,6;0;0;0;0
01/07/1990;0;0;0;0;11,6;0;0;0;0;0;16,7;0;0;0;0;5,7;35,3;2,8;3,4;16,2;33;0,5;0;7,2;0,3;0;0;15,7;0;0;0
01/06/1990;16,9;0;0;0;0;8,8;0;0;0;0,3;0;0;0;0;15,9;0;0;0;0;0;13,1;0;0;0;0;1,4;0;0;0;0;
01/05/1990;0;0;0;0;0;0;0;0;0;0;6,1;0;0;0;9,8;0;18,6;9,3;0;0;0;0;0;0;0;0;0;0;14,5;0;0
01/04/1990;0;0;6,8;0,6;0;0;0;0;10,8;0;0;0;0;0;0;0;0;1,6;0;0;11;1,8;0;0;0;0;0;0;24,8;0;
01/03/1990;0;0;0;0;9,9;4,8;10,6;1,4;13,6;0;0;0;0;0;0;2,2;32,3;0;0;6,5;0;13,2;3,6;0;0;0;0;0;1,8;0;0
01/02/1990;0;0;0;0;0;0;0;0;0;7,1;2,3;0;24,1;11,9;0;0;0;0;0;0;0;0;30,1;0;1,5;0;0;0;;;
01/01/1990;0,1;9,4;13,7;0;0;7,1;3,6;16,9;38,9;40;4,7;0;17,2;0;18,5;1,4;0;0;0;0;0;32,2;0;2,1;2,3;0;0;0;2,2;0;0
01/12/1989;0;1;0;0;0;0;0;0;0;0,5;0;0;13,5;18,3;0;0;0;0,3;9,8;0;0;0;0;0;0;0;0,1;11,8;23,2;53,7;35,9
01/11/1989;0;0;0;1,4;0;0;0;0;0;0;0;42,5;0;0;0;0;0;0;0;0;0;11,9;0;0,7;8,8;0;0;2,1;0;0,2;
01/10/1989;0;0;0;16,4;0;0;0;0;0;0;9,7;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;4,2;22,4;0;0;0;0
01/09/1989;10;0;0;0;0;0;6,6;2,3;0;16,7;35,2;0;20,9;10,4;0;0;0;0;0;0;0;0;0;0;16,9;0;1,8;2,2;0;0;
01/08/1989;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,3;0;5,3;0;6,3;0;1,7;0;0;0
01/07/1989;0;0;1,7;0;0;31,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90,3;12,3;0;0;35,9;0
01/06/1989;0;0;0;0;0;0;0;13,2;0;0;0;47,5;0;0;0,3;6,7;0;0;0;0;0;0;0;0;8,3;0;0;4,4;0;0;
01/05/1989;26,7;23,4;6;0;38,4;0;0;0;5,5;0;0;0;0;0;0;0;0;0;6,6;0;0;0;0;0;1,2;3,6;0;0;0;0;0
01/04/1989;38,2;21;3,1;0;0;1,7;0;0;0;0;0;1,2;5,9;0;0;0;0;1,2;0,8;0;0;0;0;0;0;0;9,7;1,1;3,6;1,5;
01/03/1989;9,9;16,1;0;0;7,9;3,4;0;0;0;0;0;0;0,2;0;3,3;0;0;0;11;14,3;6,6;9,8;1,3;0;0;6,9;0;0;0;0;26,6
01/02/1989;11,3;16;31;24,3;0;0;0;0;0;0;20,2;10;4,6;21,3;7,6;0;0;10,3;0;0,6;0;0;5,6;0;0;4,9;8,6;0;;;
01/01/1989;9,3;0,7;3,6;6,8;45,6;20,4;7,7;0;10,6;0;6,6;16,3;19,8;12,4;0,9;0;0;0;0;0;0;1,3;0;0;7,5;0;0;0,9;6,3;0,4;1,1
01/12/1988;0;5,4;0;0;0;0;0;0;0;0;0;0;0;4,5;9,2;0;0;0;0;31,4;0;12,6;0;1,7;0;1,1;0;18,8;3,9;34,5;8,7
01/11/1988;0;0;0;0;0;1,5;0;0;0;0;0;0;7,4;0;8,2;0;0;0;0;0;0;21,3;0;0;0;0;0;9,2;0;0;
01/10/1988;0;0;0;8,2;0;0;0;0;0;4,5;0;0;2,8;4,4;0;0;0;0;0;46,1;0;0;13,3;0;0;37;8,7;0;0;1,8;0,4
01/09/1988;0;0;0;0;0;0;0;0;0;0;0;0;0;5,8;4,3;0;23,7;8,9;0;0;0;0;0;0;0;0;0;7,9;0;0;
01/08/1988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0,4;0;0;0;0;0;0;0;0;0;0
01/07/1988;0;0;0;0;0;0;0;0,5;0;5,1;0;0;0;0;0;0;0;0;0;0;0;0;0;6,1;0;0;0;0;0;0;0
01/06/1988;0;0;0;15;0;0;0;0;0;0;0;0;0;29;3,4;0;0;0;0;1,8;13,8;0;0;0;18,5;0;0;0;0;0;
01/05/1988;0;1,1;9,9;17,8;39,9;2,4;0,6;0;0;0;0;0;14,6;3,8;0;0;4,9;3,5;0;0;21,5;15,4;60,8;14,1;0;0;0;0;26,7;21,4;7,1
01/04/1988;0;0,4;0;0;0;0;0;5,6;0;0;0;0;26,5;13,7;0;0;0;0;0;6,3;1,8;0;14,8;0;0;9,3;0;0;0;0;
01/03/1988;1,9;15,8;25,2;2,2;12,4;0;0;0,9;0;0;0;0;0;0;0;0;0;26,1;0;0;0;0;0;0;0;0;0;0;0,6;0;6,6
01/02/1988;22,7;0;0;0;0;0;0;34,9;3,3;0,8;0;0;0;0;0;0;0;0;0;11,7;0;0;0;0;38,6;0;0,5;0;0,9;;
01/01/1988;0;0;0;0;0;0;25,8;16,5;0;0;2,6;0;0;0;0;31,5;51;1,4;0;0;0;0;28,4;0;0;5,9;0;9,8;10,2;8,5;1,8
01/12/1987;0;0;10,6;13;2,5;14,5;0;19,2;0;0;0;0,4;0;0;0;0;28,3;39,7;0;1,5;6,5;0;0;0;0;0;0;0;10,5;7,3;1,8
01/11/1987;0;0;0;0;0;18,6;0;0;2,6;0;0;0;0;6,9;6,1;15,1;0;0;0;0;0;0,8;0;0;14,5;0;0;0;0;0;
01/10/1987;4,8;21,5;0;0;0;2,5;0;0;0;0;0;0;1,5;23,9;0;0;3,4;0;15,9;2,6;2,3;3,6;0;17,5;0;8,8;0;1;7,8;0;0
01/09/1987;0,2;0;7,8;0;0;27,5;0;0;0;0;3,4;22,9;0;0;0;29,6;9,5;2,2;0,9;0;9,1;0,8;0;0;0;0;0;1,2;0;4,5;
01/08/1987;0;0;0;0;0;0;3,2;0;0;0;0;0;0;0;0;0;24,2;0;1,3;0;0;0;0;0;0;0;0;0;0;0;5,8
01/07/1987;0;0,1;0;0;0;0;0;1,4;19,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3;2,7
01/06/1987;0;0;0;0;0;0;19,5;0;0;0;0;0;0;32,1;58,1;21,1;0;0;0;0;0;0;4,7;0;0;0;0;0;0;0;
01/05/1987;0;0;0;0;6,6;17,8;12;5,6;15,9;0;0;1,9;0;0;42,4;28,8;0;6,5;16,1;45;12,8;0;0;0;0;0;0;2,1;0;0;0
01/04/1987;0;13,9;2,7;0,3;0;3,9;0;0;0,7;6,7;0;0;0;18,6;0;0;0;0;0;0;0;2,5;0;0,6;0;0;1,2;3,5;0,3;0;
01/03/1987;0;0;0;0;0;0;0;0;0;4,9;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1987;8,4;6,3;5,1;49,8;8,6;3,3;1,9;1,3;12,5;2,4;0;5,4;1,1;8;16,8;0;3,2;1,9;1,4;21,2;0;0;0;0;0;0;0;0;;;
01/01/1987;0;0;7,5;0;0;0;0;0;1,3;0;0;0;10,5;3;0;64,5;23,1;0;10,7;0;0;0;5,3;30,1;0;0;0;0;4,3;5;5,7
01/12/1986;1,3;8,3;0,1;0;0;12,3;0;1,6;0;0;0;6,4;0;0;0;0;0,5;31,4;19,4;0;0;10,4;0;0;0;0;0;7,2;15,5;0;0
01/11/1986;0;15;0,3;0,2;0;2,2;2,1;0;0;0,6;31,2;0;0;0;0;0;0;0;0;0;4,5;0;0;0;0;4,3;0;0;0;13,3;
01/10/1986;0;0;0;0;0;0;0;0;0;19,9;0;0,5;0;0;0;0;0;19,8;6,8;4,2;4,9;3,3;0;0;0;0;0;0;12;0;0
01/09/1986;0;0;0;0,5;4,2;0;0;0;0;0;0;0;0;0;0;0;0;0;11,5;6,8;0;7,3;0;0;12,3;3,2;0;0;1,5;0;
01/08/1986;0;0;0;0;0;0;0;0;0;0;0;24,7;5;19,5;17,4;1,2;0;0;0;2,3;26,7;8,7;47,3;0;0;0;0;0;0;0;0
01/07/1986;0;2,2;1,6;0;0;0;0;0;3,5;0;2,1;0;0;0;0;0;0;0;0;0;0;7,6;2,3;1,5;0;0;0;0;0;0;7,5
01/06/1986;0;0;0;0,7;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/1986;0;0;0;0;0;0;3,6;0,6;42,3;0,5;0;0;56,2;0;0;0;0;37,5;8,7;0;0,9;0;0;0;0;1,8;0;0;0;0;11
01/04/1986;0;0;0;0;0;0;2,2;0;0;0;0;0,3;0;0;11;7,2;0;0;0;0;20;2,9;0;0;0;0;0;0,5;0;0;
01/03/1986;0;0;0;0;0;2,8;0;0;0;0;1,4;2,5;6,9;0;0;18,5;0;4,5;3,9;0;0;0;1,4;0,6;0;0;24,8;0;0;8,1;0
01/02/1986;0;0;0;0;0;0;9,4;16,2;0;0;0;1,4;11,7;1,9;9,6;8,4;15;7,1;39,4;8,8;3,7;22;9,1;4,5;34,5;1,9;3,5;17,5;;;
01/01/1986;2,6;5,2;0;0;0;0;0;0;0;2,5;56,8;26,8;0;0;0;0;0;0;2,2;1,4;13,4;16,8;2,2;4,4;0;0;0;20;21;2,8;0
01/12/1985;0;0;0;0;0;2,7;0;0;0;0;0;0;0;14,3;38;9;0;0;0;0;19,8;1,9;0;0;0;0;64,2;0;0;0;0
01/11/1985;0;67,7;0,6;10;3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;18,6;8,8;0;0;0;0;
01/10/1985;0;0;0;0;0;0;18,3;3,9;0;3;0;0;0;0;0;0;0;0;0;18,7;31,3;0,5;0;0;37,8;0;0;0;9,2;0;0
01/09/1985;62,5;17,7;0;22,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,2;0;0;0;0;0;0;0;0;0;
01/08/1985;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9;0;0;0;0;0;0;0;1,9;0;0;0;0;0;0;0;0;10
01/07/1985;0;8,7;0;0;0;9,5;9,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1985;0;0;9,5;9,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1985;0;0;0;0;0;6,5;0;0;0;0;0;0;0;0;0,9;41,7;0;0,9;0;0;0,5;0;0;0;0;0;28,5;1,3;0;0;
01/03/1985;0;0;0;0;0;18;0;0;0;0;20;0;0;0;0;30;1,7;10;0;0;0;28,3;9,8;0;0;0;0;30;0;0;0
01/02/1985;0;0;0;4;0;0,5;0;0;10;0;0;14,5;0;10;0;0;40;0;58,7;0;1;1,9;0;0;0;0;3,4;0;;;
01/01/1985;12;0;18;20;0;0;4,3;10;20;0;0;0;0;0;0;30;2,3;0;0;0;0;0;15,4;0;0;0;0;0;0;0;0
01/12/1984;10;17;0;0;0;0;18;60;0;0;0;12;20;30;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;10
01/11/1984;0;0;46;30;26;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;5,5;0;0;0;0;10;0;17;0;0;
01/10/1984;0;0;0;0;0;12,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/09/1984;0;0;0;0;0;0;0,1;1,5;0;0;0;0;0;0;0;0;0;0;0;40;26;0;0;0;0;74;14;0;0;0;
01/08/1984;0;0;46,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;1,4;0;11,6;10;0;9;10;0;0;0;0;0
01/07/1984;0;0;0;15,5;0;0;15;0;10;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1984;0;0;0;0;0;0;0;0;0;3,8;0;0;25,7;0;18,4;0;0;7,6;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/1984;21;10;0;0;0;0;0;0;0;0;0;28,8;3;0;5,3;0;0;22,6;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1984;0;0;5,2;7,2;0;0;0;0;0;0;6,2;0;0;0;27;0;0;0;20,9;0;0;0;0;1,6;6,5;0;0;0;29;0;
01/03/1984;0;0;0;17,6;15;3,2;0;29,3;0;0;0;0;0;8,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;10;0
01/02/1984;8,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,2;18,3;48,8;;
01/01/1984;8,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,5;0;0;17;30,2;0;0;0;0;0;2,5;1,2;16,5;21,3;1,5
01/12/1983;0;5,5;0,1;0;0;0;0;0;0;1,4;1,8;0;0;2,8;0;11,5;0;9,1;0;22,4;0,5;0,1;0;0;0;0;0;6,5;16;20,1;12,9
01/11/1983;0;0;0;0;0;0;0;0;0;0;8,7;6,5;4,7;0;1,3;0;0;0;0;14,2;0;0;0;0;0;4,7;0;0;0;0;
01/10/1983;0;3,2;0;0;0;0;0;0;0;0;0;0;2,3;3,1;8,6;0;0;32,3;2,5;0;0;25;0;0;0;0;0;0;0;0;1,3
01/09/1983;0;10,2;0;12,5;13;8;5;22;2;0;0;3;0;0;0;26;0;38;50;0;0;0;22;12,5;14;0;0;0;0;0;
01/08/1983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1983;0;0;4,9;0;0;0;42,3;5,6;1,5;10,7;0;0;1,6;15;0;0;4,9;0;0;0;0;0;0;0;0;1,9;0;0;0;0;0
01/06/1983;0;8;0;30,5;0;23;4,5;0;55,9;37,9;12,1;39,2;6;22;0;0;0;0;0;0;0;0;0;4,9;51,2;13,6;5;7,4;3,7;0;
01/05/1983;0;0;0;0;0;0;0;0;0;0;6;3,5;14;3,7;0;0;33;0;0;58;0;0;0;15,5;0;0;30;39;27;44;0
01/04/1983;0;0;0;0;9;23;16,4;0;0;0;0;0;0;0;43,4;0;0;0;50;0;0;15;0;0;6;11,5;0;0;0;0;
01/03/1983;4,3;5,7;6,3;1,4;2;16;0;0;0;0;0;3;31;0;0;0;0;0;36,5;7;0;0;0;0;0;0;0;49;0;0;0
01/02/1983;2,4;0;0;0;0;0;0;0;0;5,6;3;0;0;0;0;10,5;0;20,5;0;0;0;0;0;67;0;0;8,9;60,5;;;
01/01/1983;9;0;0;0;2,5;0;32,2;0;0;0;0;0;10,5;17,3;2,3;10,4;40;0;0;52;0;0;0;0;0;0;0;0;0;25,3;6,4
01/12/1982;26,5;17;17,2;0;0;0;4;0;0;0;0;7;15,5;7;5,3;14;30;13,3;14;46;7;0;0;0;0;0;0;0;0;0;0
01/11/1982;0;0;0;0;15,8;6,8;4;0;0;0;7;13;2;0;65;4;0;0;0;3,7;17,5;2;14;6,5;0;2,7;23;7;9;0;
01/10/1982;0;51,6;0;0;0;5;0;53;4;0;19,2;0;7;0;0;0;0;17,7;0;0;0;23,3;0;12,4;0;8;0;5;14;1;0
01/09/1982;8,2;0;0;0;0;19,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/08/1982;0;0;25;0;0;0;0;0;0;0;7,8;0;0;0;0;0;0;11;20;0;0;0;0;4;0;0;0;0;0;0;0
01/07/1982;1;0;0;0;0;0;0;0;84;2,2;0;14;12,3;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;3,5;0
01/06/1982;0;0;0;0;4;0;0;0;0;0;13;18,4;0;0;0;12,5;0;0;0;8,5;0;5,7;3,8;9,2;38;28;1,5;0;19,5;0;
01/05/1982;0;0;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,8;0;0;0;0;0;68,7;38,7;0;0;0;0;0
01/04/1982;1,4;0;0;0;0;11,5;0;0;0;0;0;0;4,6;23;1;6;0;0;0;0;0;0;0;0;0;0;0;0;4;0;
01/03/1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7,5;0;2,8;0;0;17,5;0;0;0;16,6;1,1;0;1,7;0;3,3
01/02/1982;0;0;2;1,5;7,2;28;0;0;4,8;3;0;0;0;0;0;0;0;0;0;6;0;0;31,3;11,7;35;0;0;0;;;
01/01/1982;0;1,5;0;0;0;0;0;0;0;0;0;2,6;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;1,9;8;18,5
01/12/1981;15,5;7,5;0;0;0;19,5;2,3;0;26,6;0;0;0;5,5;0;13;4;0;0;0;0;12,6;1,3;0;8,6;0;2;2,7;0;3;0;0
01/11/1981;0;0;5;0;0;0;0;0;25,5;29;0;0;0;0;0;14;0;0;17;0;0;0;0;0;0;0;0;0;0;0;
01/10/1981;0;0;0;0;18,2;3,6;0;0;0;2,6;2;0;0;0;0;10,6;0;0;0;20,5;0;0;0;0;0;0;15,5;2,4;0;3;1,5
01/09/1981;0;0;0;2,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,3;0;0;4,5;6,2;29,2;19,6;0;0;9,6;
01/08/1981;0;0;0;0;0;0;0;0;6,3;6;0;0;3,8;0;0;0;0;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1981;0;0;21,2;0;0;3,7;0;0;0;0;0;0;0;0;0;0;0;0;0;9,5;0;0;0;3,5;18;0;0;0;0;0;0
01/06/1981;0;0;0;0;0;24,2;0;1,2;0;0;0;0;5,6;0;0;11,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/1981;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0;0;0;0;0;0;0;0;0;0;0;1,2;0
01/04/1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,5;0;0;0;0;0;0;0;40,2;0;0;42,4;0;5,2;0;
01/03/1981;0;0;0;34,3;0;0;0;0;2,4;0;0;1,4;0;0;0;0;23,6;0;0;0;0;0;0;0;0;0;0;36,2;24,8;0;0
01/02/1981;0;0;0;0;10,3;0;0;0;0;0;0;3;0;0;12,6;0;0;0;0;0;11,3;35,6;0;0;0;6,6;0;0;;;
01/01/1981;0;0;0;0;30,6;8;42,4;6,1;8;0;0;2,6;0;0;7,4;1,2;0;25,3;0;11,8;8;0;6,8;0;0;0;0;0;0;0;18,4
01/12/1980;0;1;12,5;6,7;5;20,6;0;0;0;0;24,1;19,6;11,7;0;0;0;0;0;0;4,1;16,4;21,2;16;0;0;0;0;16,6;31,5;20,4;0
01/11/1980;0;0;0;0;0;0;2,4;0;3,2;0;1,4;0;0;0;0;0;0;0;0;0;0;0;0;10,6;0;0;0;0;0;40,2;
01/10/1980;0;0;0;0;0;0;0;25,6;0;0;4,2;0;0;0;2,4;0;0;0;0;0;0;0;0;0;0;0;0;8,2;0;0;0
01/09/1980;0;0;8,3;0;0;0;0;0;42;26;0;0;0;0;0;0;0;3,3;1,2;15,8;19,1;11,9;0;0;0;0;0;2;0;0;
01/08/1980;0;0;0;0;0;0;3,2;0;0;0;0;0;0;0;0;0;0;0;2;2,1;0;1,4;2;1;7,9;4,2;0;0;0;0;0
01/07/1980;0;6;2,8;0;0;0;0;0;0;0;70,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,2;0;0;0;17,1
01/06/1980;0;0;2;0;0;0;0;0;0;0;0;0;0;3,2;0;0;0;0;0;2;1;4,2;0;0;14;26,9;0;0;0;0;
01/05/1980;0;3,3;0;0;0;0;0;0;0;10,1;0;0;0;0;0;0;0;0;0;0;0;2,7;0;0;0;0;0;0;0;0;0
01/04/1980;0;0;0;0;0;0;0;0;0;0;0;0;0;17,4;46,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/03/1980;0;0;0;0;0;0;0;0;0;31,5;2,3;0;2;27,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,4;4,2
01/02/1980;0;0;0;0;0;0;0;0;0;0;1,2;0;0;0;0;0;0;2;3,1;0;0;0;2;10,4;15,6;4,3;2;1,4;0;;
01/01/1980;0;0;0;0;0;0;23,2;0;2;3,4;10,2;0;0;0;0;0;0;0;0;2;32,4;21,2;4,5;5,4;4,2;10,4;20,2;0;0;0;0
01/12/1979;2;0;1,2;0;0;4;2;3,4;0;0;18,5;0;0;14,2;2;56,4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
01/11/1979;2;0;0;0;0;0;0;0;0;0;0;0;3;4,2;1;0;0;0;2,4;0;0;0;1;0;0;0;0;0;0;0;
01/10/1979;23,1;4,2;0;0;0;2;12,2;34,4;0;0;0;0;0;2;1,4;0;0;0;0;0;2;1;0;0;0;0;3,2;0;4,2;0;0
01/09/1979;0;12,4;9,8;0;0;0;0;0;0;9,5;38,4;3,4;34,4;0;0;0;0;0;9,2;0;0;0;24,4;0;0;0;0;0;0;0;
01/08/1979;0;0;0;0;0;0;0;0;0;0;0;18,6;0;0;9;0;0;29,7;0;0;0;0;0;0;0;0;10,3;0;0;0;0
01/07/1979;0;10,1;0;0;0;0;0;0;0;11,3;0;0;0;0;0;0;0;0;0;12,4;0;0;0;0;3,6;9,1;0;0;0;0;0
01/06/1979;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/1979;2;0;7;5,2;2;0;0;15;22;0;0;10,6;10,6;37,6;0;0;0;0;0;0;0;0;0;12,2;0;0;0;0;0;0;11,6
01/04/1979;0;0;0;2;0;0;5,2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4,2;0;0;0;0;
01/03/1979;17,1;20;0;0;0;0;0;0;0;4,5;5,2;0;0;0;0;0;0;0;0;0;0;0;0;0;8,2;0;0;0;0;0;2
01/02/1979;0;2;0;0;0;0;0;0;0;0;0;5;2,4;6,2;0;0;0;0;0;0;1;0;0;0;10,4;2,2;4;0;;;
01/01/1979;2;3,1;2,4;10,6;0;0;0;0;0;0;0;0;8,9;0;0;0;0;0;0;0;0;0;0;0;0;5,7;10,2;12,4;4,2;5,8;0
01/12/1978;0;0;0;0;0;0;0;4;0;5,2;0;0;0;0;0;0;2;0;0;0;0;1,2;0;4,2;3,4;5;0;0;2;1;0
01/11/1978;0;0;0;8,2;4,6;0;0;0;0;0;0;4;0;0;2,4;0;0;0;5;3,6;0;0;0;0;4;0;1,2;6,8;0;0;
01/10/1978;0;0;0;0;0;0;0;0;0;0;4,2;0;0;0;0;0;0;0;0;7,2;12,4;0;0;0;0;0;0;0;2;0;0
01/09/1978;0;0;0;20;30,4;12,2;0;22,1;0;0;0;0;0;0;25,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/08/1978;0;0;0;0;0;0;0;0;0;0;0;30,4;0;0;0;0;0;0;0;9,6;0;0;0;0;0;0;0;0;0;0;21,6
01/07/1978;0;0;0;5,1;0;0;0;0;0;0;0;0;0;0;0;20,6;0;13,6;0;4;12,4;52,6;0;0;0;0;4;0;0;0;0
01/06/1978;0;0;0;0;0;0;0;0;0;18,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/1978;3,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1978;0;0;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/03/1978;0;0;24,8;2,8;8;2;0;0;0;10,2;20,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,2;51,6;20,6;11,6;0;0
01/02/1978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,5;1;2,8;0;0;0;0;;;
01/01/1978;16,8;0;0;0;0;0;0;0;50,1;0;0;0;0;0;0;51,3;1,2;2,3;0;0;8,2;0;0;0;0;0;0;0;0;0;0
01/12/1977;0;14,2;0;3,9;0;0;21,8;24,8;1,2;0;0;0;0;0;0;0;0;0;0;0;20,2;0;30,2;0;0;0;0;0;0;0;0
01/11/1977;0;22;0;0;0;0;9;0;0;0;0;0;0;0;3,8;0;0;0;0;0;0;0;0;0;4,6;0;0;13,4;0;0;
01/10/1977;0;34,2;3,2;0;1,2;12,1;0;0;0;0;0;0;7,4;0;0;18,5;15,3;7,2;0;0;0;0;0;0;0;0;0;10,8;0;0;0
01/09/1977;0;0;0;0;0;0;3,1;5,2;0;0;0;0;0;0;0;3,2;10,5;0;2,1;0;0;0;0;0;0;0;0;0;0;0;
01/08/1977;0;1,2;0;0;0;0;0;0;0;0;0;0;0;3,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,4;1
01/07/1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3;0;0;0;0;0;11,8;0;0;13,1;0;0;0;0;0;0
01/06/1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,2;0;0;0;0;8,2;12,1;14,9;0;4,6;0;0;0;0;0;
