Data;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31
01/12/2005;4,6;0;0;0;0;5,5;0;2,5;0;0;2,1;0;0;0;0;0;0;11,9;23;6,5;11,2;0;0;3,9;13,4;0;0;0;0;0;0
01/11/2005;0;0;0;0;0;0;0,5;0;2,1;0,2;1,3;0;0;0;0;0;0;17,8;0,7;3,3;0;0;0;0;6,8;20,8;0;0;0;2,4;
01/10/2005;0;1,8;0,5;0;30,9;31,2;0;0,4;0;0;0;0;0;0;21,8;0;0;0;0;0;0;13,1;0;0;0;14,6;28,9;4,7;21,4;0;3,7
01/09/2005;23,7;17,7;0;0;29,5;0;0;0;0,1;0;0;18,4;5,8;22;15,4;0,2;0;0,8;41,4;0;0;0;7,3;0;1,2;16,7;0;0;0;0;
01/08/2005;0;0;0;0;0;0;0;0;16,9;5,6;0;0;0;0;0;0;0;0;4,6;0;0;0;0;0;0,6;0;0;0;0;0;0
01/07/2005;0;0;0;0;2,9;0;0;0;2,2;2,3;0;0;0;0;0;0;0;4,7;0;0;0;9,6;3;40,9;7;0;0;0;0;0;0
01/06/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;9,8;0;0;23;0;0,2;0;0;0;0;0;1,3;1,4;
01/05/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;5,8;0;3;90,7;0;0;0;0;0;6
01/04/2005;0;0;0;19,4;2,5;0,3;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;4,4;0;3,7;0;0,4;2,3;0;0;0;7,8;
01/03/2005;0;0;0;0;0;0;0;0;0;0;0;4;0;1,9;9,3;2,7;0;0;0;16;0;29,1;0,2;0,4;0;0;0;0;0;0;0,7
01/02/2005;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,8;0;0;1,5;0;1;0;0;0;0;8,2;0,1;7,5;4,2;0;;;
01/01/2005;4,5;0;0;36,7;22,5;4,8;8,7;0;0,3;1,9;16,3;0;0;0;0;0;36,6;0,3;0,1;30,6;65,9;12,3;7,1;0;15,6;41,9;0;4;0,2;1;0,3
01/12/2004;0,8;0,3;0;0;2,3;1,1;58,2;17,4;16,5;12,7;14,1;0;0;0;0;0;0;26,4;0;3,9;8,5;0,7;2,2;12,6;0;0;0;0;0;0;1,5
01/11/2004;7,5;0;0;4,4;0;0;14,2;0;0;0;38,4;3;0;0;0;21,5;0,8;26,7;0,2;0;0;0;0;0;0;0;3,3;26,4;22,2;0;
01/10/2004;0;0;0;0;0;0;0;0;0;0;19,4;0;0,4;38,1;0;3,9;28;0;23,5;0;0;0,1;0;13,8;7;19,2;0;0;0;0;0
01/09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;12,8;3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0,1;
01/08/2004;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;1,9;0;0
01/07/2004;0;0;0;0;0,5;4,7;0;0;17;1,6;19;0;0;0;0;3;23,3;0;21,4;10,7;1,3;0;1,1;0;0;0;0;0;0;0;0
01/06/2004;22,2;0;1,2;0,2;0;0;0;0;0;3,8;2,3;20,3;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0,2;0;0;
01/05/2004;0;18,8;0,1;12,1;0;4,3;28;2,2;0;0;0;0;8,3;1,9;0;3,8;0;0;0;0,1;0;18;0,8;0,8;40,7;29,4;0;0;0;0;8,6
01/04/2004;0;0;0;10,5;0,3;0;0;0;0;0;0;0;0;0;6,5;0;0;0;2,7;1;0,4;0;0;4,2;0;0;0;0;0;0;
01/03/2004;0;10,7;0;1,1;0;2,7;0;0;0;14,2;0;5,2;1,7;5,2;39;0;0;5,1;1,6;27,9;0,1;0;0;0;0;0;0;0;0;0;0
01/02/2004;4,8;22,8;0;0;6,8;40,6;3,4;1,3;0,1;10,8;24,9;0;0;0;65,5;2,8;0;0;0,2;7,4;0;0;0;0;0;0;5,6;4,3;0;;
01/01/2004;18,2;0;0;0,4;0,1;0;0,4;1,9;1;0;0;3,5;0;0;0,2;1,6;0;0,2;0;0;0;1,1;0;0,2;51,6;58,6;0;0;19,9;0,3;0,4
01/12/2003;0;0;0;7,3;20,8;0,1;0;0;17,3;0;0,5;12,8;0;0;23,6;0,7;0,6;0,1;0,2;0;23,1;11,6;18,2;0,3;0;0;0;0;0;0;32
01/11/2003;0;10,9;0;0;0;0;0;0;0;0;0;0;13,3;0;0;0;37;0;0;0;0;0;0;0;0;16,1;0;0;0;0;
01/10/2003;0;0;0;0;0;0;28,6;0;0;14,5;9,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,6;0;0;0;0
01/09/2003;0;0;0;0;0;0;0;0;10,6;30,4;26,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,5;0;0;24,5;0;
01/08/2003;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;14,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2003;0;0;0;0;0;0;45,7;10;0;32,4;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/2003;0;0;0;0;9,4;0;0;24,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,9;0;0;0;0;0;0;0
01/04/2003;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;55,7;37,1;0;0;0;0;0;0;0;0;0;0;
01/03/2003;0;0;0;60,9;0;0;0;31,9;18,8;26,6;0;5,4;0;0;0;0;0;0;0;0;26,3;0;0;0;0;0;0;0;0;0;0
01/02/2003;0;0;0;0;0;0;0;0;15,9;20,2;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;0;0;0;;;
01/01/2003;0;14,4;9,1;5,9;50,1;7,7;0;0;0;0;16,7;3,7;0;0;0;0;0;0;0;0;0;31,2;0;7,8;0;4,5;30,7;50,4;0;0;5,2
01/12/2002;51,2;9;0;0;25,5;11,6;0;15,5;0;0;0;0;0;36,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/2002;0;0;0;0;0;0;0;0;0;0;10,5;0;0;15,7;0;0;0;0;0;0;0;0;0;0;26,8;9,2;0;0;10,8;9,9;
01/10/2002;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;19,9;0;0;0;38,7;5,2
01/09/2002;0;0;0;0;0;0;0;16,7;0;0;0;0;0;57,5;0;0;0;0;0;21,5;20,6;0;0;0;0;0;0;0;0;0;
01/08/2002;11,8;21;7,5;0;0;6,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,2;0;0;0;0;0;0;20,5;0
01/07/2002;0;0;0;0;0;0;0;0;0;0;0;51,2;2,5;0;0;0;0;0;0;0;0;9,9;0;0;0;0;0;0;0;0;0
01/06/2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/2002;35,9;0;0;0;19,1;0;0;0;0;0;0;0;0;0;0;0;0;0;34,5;0;16,3;0;0;0;0;0;0;0;0;0;0
01/04/2002;0;29,7;0;3,1;0;20,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/03/2002;0;0;0;0;0;0;42,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,1;0;0;0;0;0;0
01/02/2002;0;0;0;0;0;0;0;16,4;0;30,3;0;0;3,3;32,9;30,9;0;0;0;0;0;0;36,6;0;0;0;0;0;6,5;;;
01/01/2002;0;0;0;0;0;0;0;0;0;0;0;0;120,2;19,5;0;0;0;0;0;0;0;0;34,1;24,4;38,1;6;6,4;0;0;0;0
01/12/2001;0;0;0;0;0;0;0;0;40,7;0;0;0;17,5;25,8;0;32,1;0;0;0;0;0;0;0;31,9;0;0;0;0;0;3;0
01/11/2001;0;0;0;0;0;0;0;0;0;0;0;50,3;0;0;0;0;0;18,2;0;0;0;0;0;0;0;0;0;7,3;0;26,1;
01/10/2001;50;38,9;0;0;0;0;0;10,6;27;0;0;0;0;0;0;0;0;0;20,3;57,6;0;0;0;0;0;0;0;0;0;0;0
01/09/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;30,2;24,3;0;0;0;0;0;0;0;10,2;0;14,7;3,1;0;0;0;0;
01/08/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;16,1;0;8,9;0;10;0
01/07/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;8,2;0;0;0;0;13,4;0;0;13,5;0;0;14,5;10,3;0;39,4;0;0;0
01/06/2001;0;0;0;0;0;0;0;0;27,8;0;0;0;0;0;0;0;0;23,1;10,1;18;0;0;0;0;0;34,4;0;0;0;0;
01/05/2001;0;0;0;0;20,2;0;0;0;0;0;55,1;0;24,5;0;0;39,1;0;0;0;0;0;0;0;0;0;0;0;34,8;9,4;0;0
01/04/2001;0;0;0;0;0;0;0;0;0;0;0;2,3;0;0;0;0;0;0;0;0;0;11,2;0;9,3;42,7;0;0;0;0;0;
01/03/2001;0;0;0;0;55,1;4,1;0;9,9;24;6,2;0;0;0;0;0;0;0;12,5;6,5;0;0;0;0;0;0;0;0;13,5;0;0;0
01/02/2001;7,3;20,1;0;55,3;0;3,3;24;0;0;26,2;0;5,8;7,5;6,3;60,2;23,6;9,2;0;0;27,5;0;0;0;0;0;0;0;0;;;
01/01/2001;0;0;0;0;0;0;11,7;8,7;0;0;0;8,5;7,8;5,7;0;0;0;0;0;0;0;0;0;0;0;12;20,6;11,3;0;15,1;51,2
01/12/2000;0;0;0;3,7;20,7;13,7;0;0;0;0;0;0;0;32,1;7,5;44,1;0;0;0;0;0;0;11,6;0;10,1;2,5;7,7;0;13,4;14,9;18
01/11/2000;0;0;41,8;0;0;0;0;0;0;0;0;0;0;8,9;0;0;0;9,3;8;20;0;20,5;0;0;31,5;16,5;0;0;0;0;
01/10/2000;0;0;0;0;25,3;0;0;0;0;13;7,1;0;0;0;0;0;0;0;0;0;0;0;0;0;87,1;0;0;0;0;0;0
01/09/2000;0;37,1;7,4;0;0;0;0;0;0;0;0;50,4;22,1;12,3;8,5;0;19;30,7;0;0;0;0;0;0;3,3;0;0;0;0;0;
01/08/2000;0;0;0,8;15;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;75,3;34;0;0;0
01/07/2000;0;0;2,9;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;34,3;0;0;0;0;0;0;0;0
01/06/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;14,4;0;35,3;0;0;0;0;0;27,5;0;0;0;
01/05/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/03/2000;36,4;27,6;0;0;0;60;5;0;0;0;0;0;0;0;0;0;6,3;0;0;0;0;0;0;0;0;0;0;0;32,5;0;0
01/02/2000;27,7;0;0;7,7;0;0;0;0;0;3,7;0;15;10,5;20,5;53,2;9,6;28,4;0;0;0;0;0;0;30,4;0;0;0;0;0;;
01/01/2000;0;0;0;0;0;0;8,5;0;13,1;0;5,6;5,6;17,7;2,9;7,9;5,9;0;0;23,3;0;0;0;0;0;0;9;12,4;0;0;0;0
01/12/1999;0;0;0;28,4;0;7,3;2,2;3,3;8,9;0;0;0;0;19,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5
01/11/1999;0;0;0;0;18,3;2,6;0;0;0;0;0;0;3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/10/1999;0;0;3,4;0;0;0;0;12,8;0;0;0;0;0;0;0;0;22,4;9,9;0;0;0;0;2,4;0;0;0;0;1,9;0;0;1,7
01/09/1999;0;0;0;0;0;0;0;0;33,3;20,6;0;19,6;0,5;0;19,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/08/1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1999;0;0;0;24;55,5;5,5;24,2;1,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1999;0;0;0;0;0;0;0;0;0;0;9,1;0;3;4,8;6,7;0;0;0;9,1;5,5;30;0;0;0;0;0;0;0;0;6,5;
01/05/1999;1,7;0;0;0;0;1,8;27,3;0;0;0;0;0;0;3,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1999;0;0;2,7;0;0;0;0;0;0;0;1,9;0;13,2;0;11,2;23,9;2,2;0;0;0;0;1,3;0;0;0;0;0;8,3;0;0;
01/03/1999;0;0;0;0;0;0;0;0;0;7;0;4,9;0;0;0;0;1,5;1,1;0;0;0;0;8,9;0;0;0;28,3;0;2,7;0;28,7
01/02/1999;6,6;0;8,9;0;0;0;0;16,4;25,1;32,6;4,7;0;0;0;4,6;0;0;2,5;0;4,5;5;2;0;0;14,6;0;20;0;;;
01/01/1999;0;0;0;0;44,4;27,1;0;6,7;38,5;1,8;10,2;8,4;0;11,7;0,5;11,8;3,3;18,9;24,4;0;0;8;0;0;0;0;57,5;19;18,1;0;41,8
01/12/1998;0;0;0;0;0;0;0;0;0;0;24,9;11,1;0;0;2,2;0;0;0;0;0;0;4;12,4;10,1;0;0;6,4;0;15,8;0;0
01/11/1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/10/1998;0;0;0;0;126,4;65,6;17,4;0;0;0;0;0,9;0;0;0;11,6;0;0;0;0;0;0;0;44,8;0;22,8;0;0;0;0;0
01/09/1998;21;0;0;0;0;0,3;0;70,5;0;0,9;0;0;27;0;0;18,6;0;20,6;33,4;89,6;0;0;0;0;0;0;0,8;11,9;44,3;0;
01/08/1998;0;0;0;0;9,8;0;0;0;0;0;0;0;0;26,8;0;0;0;13,6;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1998;0;0;0;0;0;0;0;0;18,6;0;0;0;0;0;0;0;0;0;6,6;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,6;0;0;0;0;0;0;0;0;0;0;0;
01/05/1998;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,8;0;0
01/04/1998;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;21,6;0;0;0;
01/03/1998;28,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,6;11,6;0;0;0;0;0;0;0;0;0;0,3;0,9;0
01/02/1998;0,8;1,1;0;0;0;0;0;0;0;0;10,6;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;20,2;11;25,6;;;
01/01/1998;0;0;10,8;0;0;22,6;33;58,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;9;7,1
01/12/1997;0;0;0;0,8;0;0;19,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,2;18;22,3;11,5;0;0;0;14,9;0;0
01/11/1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,6;9,6;0;0,8;0;0;9,3;3,5;5,6;8,1;7,4;4,9;0;0;0;
01/10/1997;0;0;0;0;0;48,8;0;0;10;0;0,6;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0,9;1,6;0;0;0;0;0
01/09/1997;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0,2;76,8;0;0;0;59,6;0;0;0;0;0;0;18,5;0;0;0,8;21,8;
01/08/1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,6;31,3;0;0;0;0;0;0;0;0;0
01/07/1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;10,6;0;0;0;0;0;0;0;0;0
01/06/1997;0;0;0;18,6;0;0;0;0;0;0;0;0;11,5;0;6,8;0;0;11,6;0;0;0;0;0;0;0;0;6,5;7,9;8,3;18,4;
01/05/1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;0
01/04/1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,6;0;0;0;0;0;0;0;0;0;0;
01/03/1997;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1997;0;0;20,4;0;0;0;0;0;0;0;0;6,8;0;12,8;8;0;14,9;0;0;0;0;0;0;0;0;0;0;0;;;
01/01/1997;0;0;0;0;0;0;0;1,8;0;0;12;0;0;0;0;0;0;0;1,6;18,4;26,8;46;32,4;10;0;1,6;0;0;0;22,4;0
01/12/1996;0;0;0;13,1;7,4;19,7;0;0;0;1,8;0;0;0;0;0;0,8;0;0;0;17,2;8,6;13,1;0;0;0;0;0,9;11;0;0;0
01/11/1996;0;0;0;0;0;0;0;0;0;0;0;0;9;0;3;12,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/10/1996;0;11,6;9,1;0,8;0;0;0;0;0;0,4;1,2;0;0;0;0;0;0;0;0;22,2;18,9;0;0;0;0;0;0;0;0;0;0
01/09/1996;0;0;13,6;3,4;0;0;0;16,7;9,8;10,1;0;0;0;13,6;0;0;0,8;0;0;0;0;0;0;0;0,6;0;0,4;1,8;0;0;
01/08/1996;0;0;0;0;0;0;0;0;0;9,6;0;0;0;0;6,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1996;0;0,6;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;1,4;0;0;0;0;0;0;0;0,2;0;0;0
01/06/1996;10,6;18,4;0;0;0;0;18,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,6;6,3;0;0;
01/05/1996;0;0;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1996;0;0;0;0;0;0;0;1;0;0;22,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/03/1996;8,3;0;3,7;0;0;0;0;0;31,6;0;0;0;0;0;0;1,3;9,5;0;0;0;1,8;2,6;0;1;0;0;12,2;0;0;0;0
01/02/1996;0;0;0;0;0;9,8;0;3,7;6,8;0,3;46,7;0,6;10;0;0;0;0,9;1,3;0,3;0;0;0;0;0;21,8;0;10,8;9,3;11;;
01/01/1996;0;0;10,2;5,3;0;0;13,2;0;0;0;0;0;0;0;0;21,6;1,6;0;1,3;10,2;0;1,8;1,2;0;0;34,6;0;12,6;0;0;0
01/12/1995;0;0;0;0;0;0;0;0;0;0;0;0;0;8,2;0;0;0;0;12,1;0;0;0;0;1,6;7,5;12,7;9,8;0;0;0;0
01/11/1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,3;1,8;0;0;0;0;0;0;0;1,3;0;0;0;0;0;0;
01/10/1995;0;0;0;0;0;1,8;0;0;0;0;0;0;0;0;0;12,2;8,6;0;0;0;0;0;0;0;0;0;0;9,2;0;0;0
01/09/1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,8;0;10,9;0;31,6;18,4;21,6;0;1,8;0;0;0;
01/08/1995;0;0;0;12,6;8,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1995;0;0;0;0;0;0;0;0;12,6;0;0;0;0;0;0;0;0;0;0;0,7;20,3;12,1;0;0;0;0;0;0;0;0;0
01/06/1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,9;0;0;0;0;0;0;8,6;0;0;0;0;2,8;0;
01/05/1995;0;0;0;0;0;0;22,1;0;0;8,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/1995;14,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61,4;0;0;0;0;0;0;0;0;0;0;
01/03/1995;0;0;0;9,9;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/02/1995;0;0;0;10,6;48,9;0;0;0;0;0;0;0;0;0;16,3;0;0;0;25,2;0;0;0;0,3;0;0;0;0;0;;;
01/01/1995;8,6;0;0;0;0;12,1;67,6;78,2;35,7;8,4;128,5;19,4;0;0;0;0;0;10,2;0;7,8;0;0;0;0;0;0;34,2;0;0;9,1;0
01/12/1994;0;0;0;0;0;28,3;13,1;0;0;0;0;7,8;0,4;0;8,6;42,9;0;0;0;0;0;31;0;0;0;0;0;9,8;0;0;10,2
01/11/1994;0;0;0;0;0;0;9,6;11,3;0;23,7;0;0;0;0;0;0;19,1;20,8;0;0;0;0;0;0;0;0;0;12,3;0;0;
01/10/1994;0;1,3;0;2,6;0;0;0;0;0;0;0;0;0;8,6;0;0;0;0;9,2;0;4,1;0;0;0;33,3;8,7;48,6;0,3;0;0;0
01/09/1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1,9;0;0;0;0;0;0;0;0;0;0;0;0;
01/08/1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1994;0;0;0;0;0;0;0;15,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,5;0;0;0;0;0;0
01/06/1994;6,3;0;0;0;21,6;0;18,9;0,3;0;0;0;0;0;0;0;0;0;0;0;0;13,2;0;0;0;22,5;0;0;0;0;0;
01/05/1994;0;0;0;0;0;0;0;0;0;0;0;69,4;0,2;0;0;3,9;0;0;0;0;0;0;20;0;0;0,6;2,9;0;0,9;0;0
01/04/1994;35,2;0;0;0;0;0;9,5;0;0;0;0;1,2;0;0;0;21,7;0;0;0;0;12,9;10;0;4;0;0;0;0;0;0;
01/03/1994;0;0;18,5;0;0;0;0;0;23,1;0;1,3;0;0;0;0;0;0;0;0;0;26,3;0;0;0;0;0;0;0;0;0;0
01/02/1994;28,7;0;0;0;13,8;0;0;5,4;0;5,9;21;16,7;0;0;0;8,9;0;0;10,7;0;0;0;8,4;0;40;25,8;0;0;;;
01/01/1994;0;0;0;0;0;1,5;0;1,1;12,3;19;0;0;0;0;29,8;0;10;14,8;0;0;0;8,5;0;0;0;12,5;14,7;22,5;0;31;9,8
01/12/1993;32,8;0;0;0;10;0;0;0;28;0;0;12,8;0;0;0;0;23,8;0;0;0;8,4;0;0;0;0;4;5,5;0;40;0;0
01/11/1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,1;5;0;0;0;0;0;0;107,1;0;0;0;0;
01/10/1993;0;23;83,6;20,8;13,2;25;0;0;0;0;0;0;0;0;0;0;0;3,2;0;0;0;0;9,8;0;0;4,6;0;0;0;0;0
01/09/1993;0;0;16;0;0;0;0;22,3;4,6;2,9;0;0;0;0;18,8;0;0;0;0;15;34;6,3;0;26,7;0;0;0;0;0;18,2;
01/08/1993;63,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/07/1993;0;0;0,8;0;0;0;0;1,3;0;0;0;0;62,3;0;0;0;0;2,2;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/1993;0;0;0;0;0;67,5;0;0;0;0;41,3;0;0;0;0;0;43,8;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/05/1993;0;0;0;6,9;0;15,2;0;0;0;0;0;0;0;31,9;0;0;0;3,4;0;0;0;0;0;0;0;0;0;3,4;0;14,9;0
01/04/1993;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,1;0;1,4;0;0;0;0;0;0;
01/03/1993;0;11,8;10,1;13,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,9;0;0;17,9;0;11,1;0;0;0;0;0;9,9;0
01/02/1993;0;8;0;5,3;0;12,2;0;1,8;3,4;13,7;4,3;13,3;0;0;5,3;0;5,1;18,9;0;0;7,9;48,8;11,8;0;0;0;0;0;;;
01/01/1993;0;0;0;0;8,4;4,2;0;7,7;2,2;51,2;10,2;0;5,9;11,1;0;14,2;0;27,9;0;1;1,3;0;0;0;0;11,8;1,4;0;12,2;14,1;0
01/12/1992;17,5;0;0;0;0;0;0;0;0;0;11,9;0;0;0;0;0;0;9,6;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/1992;0;0;0;13,3;0;0;0;0;0;0;0;0;0;0;0;0;8,3;0;0;0;0;0;0;8,3;0;42,5;0;0;0;0;
01/10/1992;0;7,3;0;0;0;0;10,5;0,4;0;0;0;0;72;0;0;0;12,1;0;12,4;0;0;0;0;0;0;0;0;0;4,3;0;0
01/09/1992;1,2;0;29,3;0;16,3;0;0;15,1;0;0;0;5;0;0;7,2;0;0;0;0;1,3;0;0;0;3,4;13,7;6,1;0;0;0;0;
01/08/1992;0;0;11,5;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;18,4;0;0;0;0;28,9;0;0;0;0;0;0;0;0
01/07/1992;0;1,2;6,3;0;0;0;0;40,1;0;8,2;0;0,6;0;0;0;23;0;4,1;0;0;0;0;6,7;0;0;0;0;0;0,6;0;0
01/06/1992;0;6,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;
01/05/1992;0;33;0;39,1;0;0;0;0;0;0;0;0;31,9;0;0;0;0;0;14,9;0;0;0;0;8,3;0;34,6;0;0;0;14,7;32,8
01/04/1992;0;0;0;0;0;0;24,8;0;0;0;0;0;19,3;0;0;0;0;0;0;12,6;0;0;0;0;0;21,5;0;0;0;0;
01/03/1992;0;0;17,7;0;0;40,5;0;32,9;0;29,3;0;34;0;0;2,2;7,2;13,1;0;7,2;0;0;0;0;30;26;0;0;0;27,1;8,1;0
01/02/1992;28,9;14,6;10,7;0;0;0;0;0;28,9;0;0;0;0;0;31,5;8,7;0;3,2;0;0;0;0;0;0;33,8;0;0;0;0;;
01/01/1992;0,6;0;0;12,4;0;0;0;0;9,9;0;0;0;20,9;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;5,8;0;0
01/12/1991;0;0;0;0;0;0;11,7;0;0;15,1;9,7;0;0;0;0;30,9;0;0;77,3;0;0;0;0;12,1;0;0;20,3;0;0;0;0
01/11/1991;0;22,7;0;0;0;0;0;0;0;0;0;0;0;41,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01/10/1991;44,9;1,3;0;0;0;19,1;0;0;0;0;0;0;0;0;0;0;0;15,1;0;0;0;0;0;0;13,6;0;0;0;0;0;0
01/09/1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,4;0;0;0;0;0;1,9;0;0;0;0;27,1;
